DYADID,Person,PID,Day,DayOfWeek,TIME,GENDER,GenderS,AConflict,PConflict,AconflictC,PconflictC,CAAvoid,CPAvoid,woman,man,ASATISF,PSATISF,AsatisfC,PsatisfC,AconflictC_mean,PconflictC_mean,AconflictCC,PconflictCC
38,2,382,10,3,2.5,-1,Woman,1,2,-0.99,0.01,-1.512742718,0.737257282,1,0,6,5,-0.324348686,-1.324348686,0.724285714,1.724285714,-1.714285714,-1.714285714
38,2,382,11,4,3.5,-1,Woman,6,6,4.01,4.01,-1.512742718,0.737257282,1,0,3,3.5,-3.324348686,-2.824348686,0.724285714,1.724285714,3.285714286,2.285714286
38,2,382,12,5,4.5,-1,Woman,2,2,0.01,0.01,-1.512742718,0.737257282,1,0,5.75,6,-0.574348686,-0.324348686,0.724285714,1.724285714,-0.714285714,-1.714285714
38,2,382,13,6,5.5,-1,Woman,1,1,-0.99,-0.99,-1.512742718,0.737257282,1,0,6,6,-0.324348686,-0.324348686,0.724285714,1.724285714,-1.714285714,-2.714285714
38,2,382,14,7,6.5,-1,Woman,1,1,-0.99,-0.99,-1.512742718,0.737257282,1,0,7,6,0.675651314,-0.324348686,0.724285714,1.724285714,-1.714285714,-2.714285714
39,1,391,1,1,-6.5,1,Man,2,2,0.01,0.01, , ,0,1,7,7,0.675651314,0.675651314,-0.775714286,-0.275714286,0.785714286,0.285714286
39,1,391,2,2,-5.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,6.75,0.675651314,0.425651314,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,3,3,-4.5,1,Man,1,2,-0.99,0.01, , ,0,1,7,6,0.675651314,-0.324348686,-0.775714286,-0.275714286,-0.214285714,0.285714286
39,1,391,4,4,-3.5,1,Man,1,4,-0.99,2.01, , ,0,1,7,6.75,0.675651314,0.425651314,-0.775714286,-0.275714286,-0.214285714,2.285714286
39,1,391,5,5,-2.5,1,Man,1,3,-0.99,1.01, , ,0,1,7,7,0.675651314,0.675651314,-0.775714286,-0.275714286,-0.214285714,1.285714286
39,1,391,6,6,-1.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,7,7,-0.5,1,Man,2,3,0.01,1.01, , ,0,1,7,6.75,0.675651314,0.425651314,-0.775714286,-0.275714286,0.785714286,1.285714286
39,1,391,8,1,0.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,9,2,1.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,6,0.675651314,-0.324348686,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,10,3,2.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,6,0.675651314,-0.324348686,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,11,4,3.5,1,Man,2,1,0.01,-0.99, , ,0,1,6.5,7,0.175651314,0.675651314,-0.775714286,-0.275714286,0.785714286,-0.714285714
39,1,391,12,5,4.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,13,6,5.5,1,Man,1,1,-0.99,-0.99, , ,0,1,7,7,0.675651314,0.675651314,-0.775714286,-0.275714286,-0.214285714,-0.714285714
39,1,391,14,7,6.5,1,Man,1,2,-0.99,0.01, , ,0,1,7,6,0.675651314,-0.324348686,-0.775714286,-0.275714286,-0.214285714,0.285714286
39,2,392,1,1,-6.5,-1,Woman,2,2,0.01,0.01, , ,1,0,7,7,0.675651314,0.675651314,-0.275714286,-0.775714286,0.285714286,0.785714286
39,2,392,2,2,-5.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,6.75,7,0.425651314,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,3,3,-4.5,-1,Woman,2,1,0.01,-0.99, , ,1,0,6,7,-0.324348686,0.675651314,-0.275714286,-0.775714286,0.285714286,-0.214285714
39,2,392,4,4,-3.5,-1,Woman,4,1,2.01,-0.99, , ,1,0,6.75,7,0.425651314,0.675651314,-0.275714286,-0.775714286,2.285714286,-0.214285714
39,2,392,5,5,-2.5,-1,Woman,3,1,1.01,-0.99, , ,1,0,7,7,0.675651314,0.675651314,-0.275714286,-0.775714286,1.285714286,-0.214285714
39,2,392,6,6,-1.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,7,7,-0.5,-1,Woman,3,2,1.01,0.01, , ,1,0,6.75,7,0.425651314,0.675651314,-0.275714286,-0.775714286,1.285714286,0.785714286
39,2,392,8,1,0.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,9,2,1.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,6,7,-0.324348686,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,10,3,2.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,6,7,-0.324348686,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,11,4,3.5,-1,Woman,1,2,-0.99,0.01, , ,1,0,7,6.5,0.675651314,0.175651314,-0.275714286,-0.775714286,-0.714285714,0.785714286
39,2,392,12,5,4.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,13,6,5.5,-1,Woman,1,1,-0.99,-0.99, , ,1,0,7,7,0.675651314,0.675651314,-0.275714286,-0.775714286,-0.714285714,-0.214285714
39,2,392,14,7,6.5,-1,Woman,2,1,0.01,-0.99, , ,1,0,6,7,-0.324348686,0.675651314,-0.275714286,-0.775714286,0.285714286,-0.214285714
40,1,401,1,1,-6.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,5.75,7,-0.574348686,0.675651314,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,2,2,-5.5,1,Man,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,5,6.5,-1.324348686,0.175651314,0.295714286,-0.418571429,1.714285714,0.428571429
40,1,401,3,3,-4.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,7,-0.074348686,0.675651314,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,4,4,-3.5,1,Man,1,2,-0.99,0.01,-0.262742718,-0.012742718,0,1,5.75,6.5,-0.574348686,0.175651314,0.295714286,-0.418571429,-1.285714286,0.428571429
40,1,401,5,5,-2.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,5,6.75,-1.324348686,0.425651314,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,6,6,-1.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.5,7,0.175651314,0.675651314,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,7,7,-0.5,1,Man,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,6.75,6.75,0.425651314,0.425651314,0.295714286,-0.418571429,1.714285714,0.428571429
40,1,401,8,1,0.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,6.25,-0.074348686,-0.074348686,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,9,2,1.5,1,Man,3,3,1.01,1.01,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314,0.295714286,-0.418571429,0.714285714,1.428571429
40,1,401,10,3,2.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,6.5,-0.074348686,0.175651314,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,11,4,3.5,1,Man,5,2,3.01,0.01,-0.262742718,-0.012742718,0,1,5.5,6.25,-0.824348686,-0.074348686,0.295714286,-0.418571429,2.714285714,0.428571429
40,1,401,12,5,4.5,1,Man,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,6.25,6.75,-0.074348686,0.425651314,0.295714286,-0.418571429,1.714285714,0.428571429
40,1,401,13,6,5.5,1,Man,1,1,-0.99,-0.99,-0.262742718,-0.012742718,0,1,6.25,5,-0.074348686,-1.324348686,0.295714286,-0.418571429,-1.285714286,-0.571428571
40,1,401,14,7,6.5,1,Man,4,2,2.01,0.01,-0.262742718,-0.012742718,0,1,7,7,0.675651314,0.675651314,0.295714286,-0.418571429,1.714285714,0.428571429
40,2,402,1,1,-6.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,5.75,0.675651314,-0.574348686,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,2,2,-5.5,-1,Woman,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,6.5,5,0.175651314,-1.324348686,-0.418571429,0.295714286,0.428571429,1.714285714
40,2,402,3,3,-4.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,6.25,0.675651314,-0.074348686,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,4,4,-3.5,-1,Woman,2,1,0.01,-0.99,-0.012742718,-0.262742718,1,0,6.5,5.75,0.175651314,-0.574348686,-0.418571429,0.295714286,0.428571429,-1.285714286
40,2,402,5,5,-2.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,6.75,5,0.425651314,-1.324348686,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,6,6,-1.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,7,6.5,0.675651314,0.175651314,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,7,7,-0.5,-1,Woman,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,6.75,6.75,0.425651314,0.425651314,-0.418571429,0.295714286,0.428571429,1.714285714
40,2,402,8,1,0.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,6.25,6.25,-0.074348686,-0.074348686,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,9,2,1.5,-1,Woman,3,3,1.01,1.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.418571429,0.295714286,1.428571429,0.714285714
40,2,402,10,3,2.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,6.5,6.25,0.175651314,-0.074348686,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,11,4,3.5,-1,Woman,2,5,0.01,3.01,-0.012742718,-0.262742718,1,0,6.25,5.5,-0.074348686,-0.824348686,-0.418571429,0.295714286,0.428571429,2.714285714
40,2,402,12,5,4.5,-1,Woman,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,6.75,6.25,0.425651314,-0.074348686,-0.418571429,0.295714286,0.428571429,1.714285714
40,2,402,13,6,5.5,-1,Woman,1,1,-0.99,-0.99,-0.012742718,-0.262742718,1,0,5,6.25,-1.324348686,-0.074348686,-0.418571429,0.295714286,-0.571428571,-1.285714286
40,2,402,14,7,6.5,-1,Woman,2,4,0.01,2.01,-0.012742718,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.418571429,0.295714286,0.428571429,1.714285714
41,1,411,1,1,-6.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,5.5,6,-0.824348686,-0.324348686,-0.275714286,1.152857143,-0.714285714,-2.142857143
41,1,411,2,2,-5.5,1,Man,3,3,1.01,1.01,-0.262742718,0.112257282,0,1,6.25,7,-0.074348686,0.675651314,-0.275714286,1.152857143,1.285714286,-0.142857143
41,1,411,3,3,-4.5,1,Man,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.25,6.25,-0.074348686,-0.074348686,-0.275714286,1.152857143,-0.714285714,-0.142857143
41,1,411,4,4,-3.5,1,Man,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.5,6,0.175651314,-0.324348686,-0.275714286,1.152857143,-0.714285714,-0.142857143
41,1,411,5,5,-2.5,1,Man,1,4,-0.99,2.01,-0.262742718,0.112257282,0,1,5,5,-1.324348686,-1.324348686,-0.275714286,1.152857143,-0.714285714,0.857142857
41,1,411,6,6,-1.5,1,Man,4,5,2.01,3.01,-0.262742718,0.112257282,0,1,4.75,2.75,-1.574348686,-3.574348686,-0.275714286,1.152857143,2.285714286,1.857142857
41,1,411,7,7,-0.5,1,Man,4,6,2.01,4.01,-0.262742718,0.112257282,0,1,4.25,2.75,-2.074348686,-3.574348686,-0.275714286,1.152857143,2.285714286,2.857142857
41,1,411,8,1,0.5,1,Man,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.25,5,-0.074348686,-1.324348686,-0.275714286,1.152857143,-0.714285714,-0.142857143
41,1,411,9,2,1.5,1,Man,1,4,-0.99,2.01,-0.262742718,0.112257282,0,1,5.75,5.5,-0.574348686,-0.824348686,-0.275714286,1.152857143,-0.714285714,0.857142857
41,1,411,10,3,2.5,1,Man,1,2,-0.99,0.01,-0.262742718,0.112257282,0,1,5.75,5,-0.574348686,-1.324348686,-0.275714286,1.152857143,-0.714285714,-1.142857143
41,1,411,11,4,3.5,1,Man,3,5,1.01,3.01,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.275714286,1.152857143,1.285714286,1.857142857
41,1,411,12,5,4.5,1,Man,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,6.25,5.25,-0.074348686,-1.074348686,-0.275714286,1.152857143,-0.714285714,-0.142857143
41,1,411,13,6,5.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,6.25,7,-0.074348686,0.675651314,-0.275714286,1.152857143,-0.714285714,-2.142857143
41,1,411,14,7,6.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.275714286,1.152857143,-0.714285714,-2.142857143
41,2,412,1,1,-6.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,6,5.5,-0.324348686,-0.824348686,1.152857143,-0.275714286,-2.142857143,-0.714285714
41,2,412,2,2,-5.5,-1,Woman,3,3,1.01,1.01,0.112257282,-0.262742718,1,0,7,6.25,0.675651314,-0.074348686,1.152857143,-0.275714286,-0.142857143,1.285714286
41,2,412,3,3,-4.5,-1,Woman,3,1,1.01,-0.99,0.112257282,-0.262742718,1,0,6.25,6.25,-0.074348686,-0.074348686,1.152857143,-0.275714286,-0.142857143,-0.714285714
41,2,412,4,4,-3.5,-1,Woman,3,1,1.01,-0.99,0.112257282,-0.262742718,1,0,6,6.5,-0.324348686,0.175651314,1.152857143,-0.275714286,-0.142857143,-0.714285714
41,2,412,5,5,-2.5,-1,Woman,4,1,2.01,-0.99,0.112257282,-0.262742718,1,0,5,5,-1.324348686,-1.324348686,1.152857143,-0.275714286,0.857142857,-0.714285714
41,2,412,6,6,-1.5,-1,Woman,5,4,3.01,2.01,0.112257282,-0.262742718,1,0,2.75,4.75,-3.574348686,-1.574348686,1.152857143,-0.275714286,1.857142857,2.285714286
41,2,412,7,7,-0.5,-1,Woman,6,4,4.01,2.01,0.112257282,-0.262742718,1,0,2.75,4.25,-3.574348686,-2.074348686,1.152857143,-0.275714286,2.857142857,2.285714286
41,2,412,8,1,0.5,-1,Woman,3,1,1.01,-0.99,0.112257282,-0.262742718,1,0,5,6.25,-1.324348686,-0.074348686,1.152857143,-0.275714286,-0.142857143,-0.714285714
41,2,412,9,2,1.5,-1,Woman,4,1,2.01,-0.99,0.112257282,-0.262742718,1,0,5.5,5.75,-0.824348686,-0.574348686,1.152857143,-0.275714286,0.857142857,-0.714285714
41,2,412,10,3,2.5,-1,Woman,2,1,0.01,-0.99,0.112257282,-0.262742718,1,0,5,5.75,-1.324348686,-0.574348686,1.152857143,-0.275714286,-1.142857143,-0.714285714
41,2,412,11,4,3.5,-1,Woman,5,3,3.01,1.01,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,1.152857143,-0.275714286,1.857142857,1.285714286
41,2,412,12,5,4.5,-1,Woman,3,1,1.01,-0.99,0.112257282,-0.262742718,1,0,5.25,6.25,-1.074348686,-0.074348686,1.152857143,-0.275714286,-0.142857143,-0.714285714
41,2,412,13,6,5.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,6.25,0.675651314,-0.074348686,1.152857143,-0.275714286,-2.142857143,-0.714285714
41,2,412,14,7,6.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,1.152857143,-0.275714286,-2.142857143,-0.714285714
43,1,431,1,3,-6.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,5,7,-1.324348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,2,4,-5.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.5,7,0.175651314,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,3,5,-4.5,1,Man,1,2,-0.99,0.01,-0.012742718,-0.137742718,0,1,6.25,6.25,-0.074348686,-0.074348686,-0.99,-0.918571429,1.11E-16,0.928571429
43,1,431,4,6,-3.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,7,7,0.675651314,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,5,7,-2.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,5.75,7,-0.574348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,6,1,-1.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.5,7,0.175651314,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,7,2,-0.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,5,7,-1.324348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,8,3,0.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.5,7,0.175651314,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,9,4,1.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.25,7,-0.074348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,10,5,2.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,7,7,0.675651314,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,11,6,3.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.5,7,0.175651314,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,12,7,4.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6,7,-0.324348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,13,1,5.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.25,7,-0.074348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,1,431,14,2,6.5,1,Man,1,1,-0.99,-0.99,-0.012742718,-0.137742718,0,1,6.25,7,-0.074348686,0.675651314,-0.99,-0.918571429,1.11E-16,-0.071428571
43,2,432,1,3,-6.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,5,0.675651314,-1.324348686,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,2,4,-5.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.5,0.675651314,0.175651314,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,3,5,-4.5,-1,Woman,2,1,0.01,-0.99,-0.137742718,-0.012742718,1,0,6.25,6.25,-0.074348686,-0.074348686,-0.918571429,-0.99,0.928571429,1.11E-16
43,2,432,4,6,-3.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,7,0.675651314,0.675651314,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,5,7,-2.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,5.75,0.675651314,-0.574348686,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,6,1,-1.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.5,0.675651314,0.175651314,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,7,2,-0.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,5,0.675651314,-1.324348686,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,8,3,0.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.5,0.675651314,0.175651314,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,9,4,1.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.25,0.675651314,-0.074348686,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,10,5,2.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,7,0.675651314,0.675651314,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,11,6,3.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.5,0.675651314,0.175651314,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,12,7,4.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6,0.675651314,-0.324348686,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,13,1,5.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.25,0.675651314,-0.074348686,-0.918571429,-0.99,-0.071428571,1.11E-16
43,2,432,14,2,6.5,-1,Woman,1,1,-0.99,-0.99,-0.137742718,-0.012742718,1,0,7,6.25,0.675651314,-0.074348686,-0.918571429,-0.99,-0.071428571,1.11E-16
46,1,461,1,3,-6.5,1,Man,4,3,2.01,1.01,-0.637742718,-0.262742718,0,1,5.25,5.75,-1.074348686,-0.574348686,0.01,0.438571429,2,0.571428571
46,1,461,2,4,-5.5,1,Man,1,1,-0.99,-0.99,-0.637742718,-0.262742718,0,1,6,6,-0.324348686,-0.324348686,0.01,0.438571429,-1,-1.428571429
46,1,461,3,5,-4.5,1,Man,1,2,-0.99,0.01,-0.637742718,-0.262742718,0,1,6,5.25,-0.324348686,-1.074348686,0.01,0.438571429,-1,-0.428571429
46,1,461,4,6,-3.5,1,Man,3,4,1.01,2.01,-0.637742718,-0.262742718,0,1,4.75,3.75,-1.574348686,-2.574348686,0.01,0.438571429,1,1.571428571
46,1,461,5,7,-2.5,1,Man,3,2,1.01,0.01,-0.637742718,-0.262742718,0,1,5,5.25,-1.324348686,-1.074348686,0.01,0.438571429,1,-0.428571429
46,1,461,6,1,-1.5,1,Man,1,2,-0.99,0.01,-0.637742718,-0.262742718,0,1,6.25,6.5,-0.074348686,0.175651314,0.01,0.438571429,-1,-0.428571429
46,1,461,7,2,-0.5,1,Man,1,1,-0.99,-0.99,-0.637742718,-0.262742718,0,1,6,4.5,-0.324348686,-1.824348686,0.01,0.438571429,-1,-1.428571429
46,1,461,8,3,0.5,1,Man,1,1,-0.99,-0.99,-0.637742718,-0.262742718,0,1,5.5,4,-0.824348686,-2.324348686,0.01,0.438571429,-1,-1.428571429
46,1,461,9,4,1.5,1,Man,3,5,1.01,3.01,-0.637742718,-0.262742718,0,1,6,3.75,-0.324348686,-2.574348686,0.01,0.438571429,1,2.571428571
46,1,461,10,5,2.5,1,Man,3,3,1.01,1.01,-0.637742718,-0.262742718,0,1,6,6,-0.324348686,-0.324348686,0.01,0.438571429,1,0.571428571
46,1,461,11,6,3.5,1,Man,3,4,1.01,2.01,-0.637742718,-0.262742718,0,1,3.5,3.5,-2.824348686,-2.824348686,0.01,0.438571429,1,1.571428571
46,1,461,12,7,4.5,1,Man,1,2,-0.99,0.01,-0.637742718,-0.262742718,0,1,5.25,4.5,-1.074348686,-1.824348686,0.01,0.438571429,-1,-0.428571429
46,1,461,13,1,5.5,1,Man,1,2,-0.99,0.01,-0.637742718,-0.262742718,0,1,6,6.75,-0.324348686,0.425651314,0.01,0.438571429,-1,-0.428571429
46,1,461,14,2,6.5,1,Man,2,2,0.01,0.01,-0.637742718,-0.262742718,0,1,6,5,-0.324348686,-1.324348686,0.01,0.438571429,1.56E-17,-0.428571429
46,2,462,1,3,-6.5,-1,Woman,3,4,1.01,2.01,-0.262742718,-0.637742718,1,0,5.75,5.25,-0.574348686,-1.074348686,0.438571429,0.01,0.571428571,2
46,2,462,2,4,-5.5,-1,Woman,1,1,-0.99,-0.99,-0.262742718,-0.637742718,1,0,6,6,-0.324348686,-0.324348686,0.438571429,0.01,-1.428571429,-1
46,2,462,3,5,-4.5,-1,Woman,2,1,0.01,-0.99,-0.262742718,-0.637742718,1,0,5.25,6,-1.074348686,-0.324348686,0.438571429,0.01,-0.428571429,-1
46,2,462,4,6,-3.5,-1,Woman,4,3,2.01,1.01,-0.262742718,-0.637742718,1,0,3.75,4.75,-2.574348686,-1.574348686,0.438571429,0.01,1.571428571,1
46,2,462,5,7,-2.5,-1,Woman,2,3,0.01,1.01,-0.262742718,-0.637742718,1,0,5.25,5,-1.074348686,-1.324348686,0.438571429,0.01,-0.428571429,1
46,2,462,6,1,-1.5,-1,Woman,2,1,0.01,-0.99,-0.262742718,-0.637742718,1,0,6.5,6.25,0.175651314,-0.074348686,0.438571429,0.01,-0.428571429,-1
46,2,462,7,2,-0.5,-1,Woman,1,1,-0.99,-0.99,-0.262742718,-0.637742718,1,0,4.5,6,-1.824348686,-0.324348686,0.438571429,0.01,-1.428571429,-1
46,2,462,8,3,0.5,-1,Woman,1,1,-0.99,-0.99,-0.262742718,-0.637742718,1,0,4,5.5,-2.324348686,-0.824348686,0.438571429,0.01,-1.428571429,-1
46,2,462,9,4,1.5,-1,Woman,5,3,3.01,1.01,-0.262742718,-0.637742718,1,0,3.75,6,-2.574348686,-0.324348686,0.438571429,0.01,2.571428571,1
46,2,462,10,5,2.5,-1,Woman,3,3,1.01,1.01,-0.262742718,-0.637742718,1,0,6,6,-0.324348686,-0.324348686,0.438571429,0.01,0.571428571,1
46,2,462,11,6,3.5,-1,Woman,4,3,2.01,1.01,-0.262742718,-0.637742718,1,0,3.5,3.5,-2.824348686,-2.824348686,0.438571429,0.01,1.571428571,1
46,2,462,12,7,4.5,-1,Woman,2,1,0.01,-0.99,-0.262742718,-0.637742718,1,0,4.5,5.25,-1.824348686,-1.074348686,0.438571429,0.01,-0.428571429,-1
46,2,462,13,1,5.5,-1,Woman,2,1,0.01,-0.99,-0.262742718,-0.637742718,1,0,6.75,6,0.425651314,-0.324348686,0.438571429,0.01,-0.428571429,-1
46,2,462,14,2,6.5,-1,Woman,2,2,0.01,0.01,-0.262742718,-0.637742718,1,0,5,6,-1.324348686,-0.324348686,0.438571429,0.01,-0.428571429,1.56E-17
49,1,491,1,3,-6.5,1,Man,2,1,0.01,-0.99,1.737257282,-0.887742718,0,1,6.25,7,-0.074348686,0.675651314,-0.418571429,-0.847142857,0.428571429,-0.142857143
49,1,491,2,4,-5.5,1,Man,1,1,-0.99,-0.99,1.737257282,-0.887742718,0,1,6,6,-0.324348686,-0.324348686,-0.418571429,-0.847142857,-0.571428571,-0.142857143
49,1,491,3,5,-4.5,1,Man,1,1,-0.99,-0.99,1.737257282,-0.887742718,0,1,6.5,7,0.175651314,0.675651314,-0.418571429,-0.847142857,-0.571428571,-0.142857143
